Transaction_ID,Customer_ID,Transaction_Date,Product,Category,Quantity,Unit_Price,Discount,Sales,Payment_Method,Returned,Revenue,Signup_Date,Country,Acquisition_Channel,Plan
T02913,C0286,2025-12-31,Speaker,Electronics,1,213.46,0.05,202.79,Debit Card,No,202.787,2025-06-08,Thailand,Organic,Basic
T04324,C0286,2025-12-22,Headphones,Electronics,2,41.77,0.1,75.19,Debit Card,No,75.186,2025-06-08,Thailand,Organic,Basic
T07769,C0286,2025-12-31,Mouse,Electronics,1,36.3,0.0,36.3,Debit Card,No,36.3,2025-06-08,Thailand,Organic,Basic
T09661,C0286,2025-12-31,Phone,Electronics,1,499.02,0.0,499.02,PayPal,No,499.02,2025-06-08,Thailand,Organic,Basic
T00308,C0388,2025-08-04,Mouse,Electronics,1,38.55,0.05,36.62,Mobile Payment,Yes,36.622499999999995,2025-02-23,Thailand,Social Media,Basic
T00656,C0388,2025-12-31,Mouse,Electronics,1,96.45,0.1,86.81,Credit Card,No,86.805,2025-02-23,Thailand,Social Media,Basic
T01594,C0388,2025-12-31,Phone,Electronics,1,589.29,0.05,559.82,Debit Card,No,559.8254999999999,2025-02-23,Thailand,Social Media,Basic
T02362,C0388,2025-12-31,Tablet,Electronics,1,548.89,0.05,521.45,Debit Card,No,521.4454999999999,2025-02-23,Thailand,Social Media,Basic
T02564,C0388,2025-12-31,Smartwatch,Electronics,1,223.5,0.1,201.15,Debit Card,No,201.15,2025-02-23,Thailand,Social Media,Basic
T03140,C0388,2025-11-27,Mouse,Electronics,2,72.8,0.05,138.32,PayPal,No,138.32,2025-02-23,Thailand,Social Media,Basic
T03956,C0388,2025-07-31,Smartwatch,Electronics,1,243.23,0.05,231.07,Debit Card,No,231.06849999999997,2025-02-23,Thailand,Social Media,Basic
T04114,C0388,2025-12-31,Speaker,Electronics,1,146.92,0.05,139.58,Mobile Payment,No,139.57399999999998,2025-02-23,Thailand,Social Media,Basic
T04463,C0388,2025-05-27,Phone,Electronics,2,447.81,0.0,895.63,PayPal,No,895.62,2025-02-23,Thailand,Social Media,Basic
T04775,C0388,2025-12-31,Keyboard,Electronics,1,167.2,0.1,150.48,Credit Card,No,150.48,2025-02-23,Thailand,Social Media,Basic
T05150,C0388,2025-12-31,Phone,Electronics,1,453.98,0.0,453.98,Mobile Payment,No,453.98,2025-02-23,Thailand,Social Media,Basic
T05506,C0388,2025-12-31,Mouse,Electronics,1,21.49,0.05,20.41,Debit Card,No,20.415499999999998,2025-02-23,Thailand,Social Media,Basic
T05602,C0388,2025-04-30,Smartwatch,Electronics,1,265.61,0.0,265.61,PayPal,No,265.61,2025-02-23,Thailand,Social Media,Basic
T05754,C0388,2025-11-30,Phone,Electronics,1,660.3,0.1,594.27,Credit Card,No,594.27,2025-02-23,Thailand,Social Media,Basic
T06332,C0388,2025-12-31,Tablet,Electronics,2,565.41,0.1,1017.73,Mobile Payment,No,1017.7379999999999,2025-02-23,Thailand,Social Media,Basic
T06424,C0388,2025-05-10,Mouse,Electronics,3,77.98,0.0,233.93,Debit Card,No,233.94,2025-02-23,Thailand,Social Media,Basic
T07017,C0388,2025-12-31,Speaker,Electronics,1,120.51,0.0,120.51,Debit Card,No,120.51,2025-02-23,Thailand,Social Media,Basic
T08920,C0388,2025-12-31,Speaker,Electronics,1,132.13,0.05,125.52,Credit Card,No,125.52349999999998,2025-02-23,Thailand,Social Media,Basic
T00309,C0338,2024-09-15,Camera,Electronics,1,585.16,0.05,555.91,Debit Card,No,555.9019999999999,2024-08-07,Thailand,Email,Standard
T03052,C0338,2025-08-16,Phone,Electronics,1,296.06,0.15,251.65,Mobile Payment,No,251.65099999999998,2024-08-07,Thailand,Email,Standard
T03084,C0338,2025-12-05,Smartwatch,Electronics,1,199.51,0.05,189.54,Credit Card,No,189.53449999999998,2024-08-07,Thailand,Email,Standard
T04096,C0338,2024-12-06,Mouse,Electronics,1,70.79,0.0,70.79,PayPal,Yes,70.79,2024-08-07,Thailand,Email,Standard
T04294,C0338,2025-10-15,Mouse,Electronics,1,47.76,0.0,47.76,PayPal,No,47.76,2024-08-07,Thailand,Email,Standard
T04906,C0338,2025-06-19,Phone,Electronics,2,571.37,0.0,1142.74,Debit Card,No,1142.74,2024-08-07,Thailand,Email,Standard
T05686,C0338,2025-09-20,Laptop,Electronics,4,1346.83,0.05,5117.96,Credit Card,No,5117.954,2024-08-07,Thailand,Email,Standard
T06368,C0338,2024-09-25,Smartwatch,Electronics,1,168.98,0.0,168.98,Credit Card,No,168.98,2024-08-07,Thailand,Email,Standard
T06798,C0338,2025-07-12,Speaker,Electronics,2,76.2,0.1,137.17,PayPal,No,137.16,2024-08-07,Thailand,Email,Standard
T07957,C0338,2025-06-08,Monitor,Electronics,1,212.79,0.2,170.23,Debit Card,No,170.232,2024-08-07,Thailand,Email,Standard
T08399,C0338,2024-09-28,Tablet,Electronics,3,442.96,0.0,1328.87,Credit Card,Yes,1328.8799999999999,2024-08-07,Thailand,Email,Standard
T00310,C0741,2025-06-20,Speaker,Electronics,2,102.7,0.0,205.39,PayPal,No,205.4,2025-05-25,Canada,Email,Premium
T00451,C0741,2025-09-19,Tablet,Electronics,3,407.9,0.0,1223.71,PayPal,No,1223.6999999999998,2025-05-25,Canada,Email,Premium
T00871,C0741,2025-12-31,Mouse,Electronics,1,45.97,0.0,45.97,Debit Card,No,45.97,2025-05-25,Canada,Email,Premium
T01589,C0741,2025-12-06,Tablet,Electronics,1,315.67,0.05,299.89,PayPal,No,299.8865,2025-05-25,Canada,Email,Premium
T01981,C0741,2025-12-31,Headphones,Electronics,1,35.38,0.15,30.08,Mobile Payment,No,30.073,2025-05-25,Canada,Email,Premium
T02139,C0741,2025-12-31,Speaker,Electronics,1,61.73,0.1,55.56,Mobile Payment,No,55.556999999999995,2025-05-25,Canada,Email,Premium
T02234,C0741,2025-08-07,Phone,Electronics,2,452.48,0.05,859.7,PayPal,No,859.712,2025-05-25,Canada,Email,Premium
T03375,C0741,2025-12-31,Phone,Electronics,1,876.5,0.1,788.85,Credit Card,No,788.85,2025-05-25,Canada,Email,Premium
T03393,C0741,2025-08-04,Phone,Electronics,1,394.58,0.0,394.58,Mobile Payment,No,394.58,2025-05-25,Canada,Email,Premium
T03404,C0741,2025-12-31,Camera,Electronics,2,450.71,0.0,901.41,PayPal,Yes,901.42,2025-05-25,Canada,Email,Premium
T03993,C0741,2025-12-31,Phone,Electronics,4,803.18,0.0,3212.73,Credit Card,No,3212.72,2025-05-25,Canada,Email,Premium
T04173,C0741,2025-12-31,Keyboard,Electronics,2,139.59,0.1,251.27,Mobile Payment,No,251.262,2025-05-25,Canada,Email,Premium
T04357,C0741,2025-12-31,Speaker,Electronics,1,90.12,0.0,90.12,PayPal,No,90.12,2025-05-25,Canada,Email,Premium
T04848,C0741,2025-12-31,Mouse,Electronics,3,61.89,0.0,185.66,Debit Card,No,185.67000000000002,2025-05-25,Canada,Email,Premium
T05176,C0741,2025-12-31,Camera,Electronics,1,1020.38,0.1,918.34,Debit Card,No,918.342,2025-05-25,Canada,Email,Premium
T06973,C0741,2025-06-05,Laptop,Electronics,3,886.81,0.1,2394.39,Debit Card,No,2394.3869999999997,2025-05-25,Canada,Email,Premium
T07062,C0741,2025-12-31,Camera,Electronics,1,759.05,0.15,645.19,PayPal,No,645.1925,2025-05-25,Canada,Email,Premium
T07112,C0741,2025-12-31,Camera,Electronics,2,870.71,0.15,1480.2,PayPal,No,1480.207,2025-05-25,Canada,Email,Premium
T07293,C0741,2025-12-31,Phone,Electronics,1,771.58,0.0,771.58,Debit Card,No,771.58,2025-05-25,Canada,Email,Premium
T07305,C0741,2025-12-31,Speaker,Electronics,1,111.6,0.0,111.6,PayPal,No,111.6,2025-05-25,Canada,Email,Premium
T08031,C0741,2025-10-15,Monitor,Electronics,2,594.1,0.0,1188.19,Debit Card,No,1188.2,2025-05-25,Canada,Email,Premium
T08326,C0741,2025-09-27,Phone,Electronics,2,330.59,0.1,595.06,Credit Card,No,595.062,2025-05-25,Canada,Email,Premium
T08478,C0741,2025-12-31,Keyboard,Electronics,1,149.81,0.2,119.85,Debit Card,No,119.84800000000001,2025-05-25,Canada,Email,Premium
T09233,C0741,2025-09-24,Speaker,Electronics,2,186.42,0.0,372.85,PayPal,No,372.84,2025-05-25,Canada,Email,Premium
T09499,C0741,2025-12-31,Phone,Electronics,1,543.85,0.0,543.85,PayPal,No,543.85,2025-05-25,Canada,Email,Premium
T09565,C0741,2025-09-16,Headphones,Electronics,1,188.33,0.0,188.33,Debit Card,No,188.33,2025-05-25,Canada,Email,Premium
T09831,C0741,2025-12-31,Mouse,Electronics,1,35.34,0.0,35.34,Mobile Payment,No,35.34,2025-05-25,Canada,Email,Premium
T00313,C0418,2025-06-14,Mouse,Electronics,2,31.97,0.1,57.54,Mobile Payment,No,57.546,2024-04-08,USA,Google Ads,Basic
T03074,C0418,2025-01-31,Headphones,Electronics,1,67.94,0.0,67.94,Credit Card,No,67.94,2024-04-08,USA,Google Ads,Basic
T04833,C0418,2025-06-05,Speaker,Electronics,4,133.02,0.05,505.46,Credit Card,Yes,505.476,2024-04-08,USA,Google Ads,Basic
T00314,C0260,2025-12-31,Headphones,Electronics,1,178.55,0.2,142.84,Mobile Payment,No,142.84,2024-12-14,Thailand,Google Ads,Standard
T01987,C0260,2025-12-23,Laptop,Electronics,1,1300.52,0.0,1300.52,Debit Card,No,1300.52,2024-12-14,Thailand,Google Ads,Standard
T02478,C0260,2025-12-10,Speaker,Electronics,1,70.11,0.1,63.1,Debit Card,No,63.099000000000004,2024-12-14,Thailand,Google Ads,Standard
T03677,C0260,2025-11-22,Camera,Electronics,2,485.15,0.0,970.29,Credit Card,No,970.3,2024-12-14,Thailand,Google Ads,Standard
T03688,C0260,2024-12-25,Tablet,Electronics,1,337.6,0.0,337.6,PayPal,No,337.6,2024-12-14,Thailand,Google Ads,Standard
T03843,C0260,2025-05-20,Phone,Electronics,2,367.36,0.0,734.73,Credit Card,No,734.72,2024-12-14,Thailand,Google Ads,Standard
T04183,C0260,2025-02-04,Headphones,Electronics,1,208.72,0.05,198.28,PayPal,No,198.284,2024-12-14,Thailand,Google Ads,Standard
T04749,C0260,2025-02-16,Mouse,Electronics,1,80.8,0.0,80.8,Credit Card,No,80.8,2024-12-14,Thailand,Google Ads,Standard
T05047,C0260,2025-09-22,Keyboard,Electronics,1,81.86,0.0,81.86,Mobile Payment,No,81.86,2024-12-14,Thailand,Google Ads,Standard
T05766,C0260,2025-08-24,Speaker,Electronics,1,208.34,0.15,177.09,Debit Card,Yes,177.089,2024-12-14,Thailand,Google Ads,Standard
T06056,C0260,2025-12-31,Monitor,Electronics,1,491.03,0.1,441.92,Credit Card,No,441.92699999999996,2024-12-14,Thailand,Google Ads,Standard
T07058,C0260,2025-10-18,Laptop,Electronics,1,978.26,0.0,978.26,Debit Card,No,978.26,2024-12-14,Thailand,Google Ads,Standard
T07063,C0260,2025-03-23,Phone,Electronics,3,405.86,0.05,1156.71,Debit Card,No,1156.7009999999998,2024-12-14,Thailand,Google Ads,Standard
T07718,C0260,2025-12-31,Smartwatch,Electronics,1,256.96,0.1,231.26,PayPal,No,231.26399999999998,2024-12-14,Thailand,Google Ads,Standard
T07902,C0260,2025-12-31,Headphones,Electronics,2,55.79,0.15,94.84,Mobile Payment,No,94.84299999999999,2024-12-14,Thailand,Google Ads,Standard
T08961,C0260,2025-10-13,Keyboard,Electronics,2,135.06,0.0,270.12,Debit Card,No,270.12,2024-12-14,Thailand,Google Ads,Standard
T00315,C1102,2025-04-21,Smartwatch,Electronics,1,72.83,0.0,72.83,Credit Card,No,72.83,2025-03-01,Thailand,Email,Standard
T00719,C1102,2025-12-31,Phone,Electronics,2,408.28,0.05,775.73,Mobile Payment,No,775.7319999999999,2025-03-01,Thailand,Email,Standard
T01680,C1102,2025-12-31,Mouse,Electronics,1,65.51,0.0,65.51,Debit Card,No,65.51,2025-03-01,Thailand,Email,Standard
T01767,C1102,2025-11-28,Monitor,Electronics,4,243.49,0.0,973.97,PayPal,Yes,973.96,2025-03-01,Thailand,Email,Standard
T02480,C1102,2025-11-24,Smartwatch,Electronics,1,207.58,0.1,186.82,PayPal,Yes,186.822,2025-03-01,Thailand,Email,Standard
T07264,C1102,2025-12-31,Headphones,Electronics,1,38.64,0.15,32.84,PayPal,No,32.844,2025-03-01,Thailand,Email,Standard
T00316,C1182,2025-12-31,Laptop,Electronics,1,783.23,0.0,783.23,Credit Card,No,783.23,2025-04-07,Thailand,Referral,Premium
T04656,C1182,2025-12-31,Monitor,Electronics,3,599.74,0.0,1799.23,PayPal,No,1799.22,2025-04-07,Thailand,Referral,Premium
T05055,C1182,2025-06-09,Monitor,Electronics,1,169.14,0.0,169.14,Debit Card,No,169.14,2025-04-07,Thailand,Referral,Premium
T06797,C1182,2025-05-09,Phone,Electronics,2,729.22,0.0,1458.45,Debit Card,No,1458.44,2025-04-07,Thailand,Referral,Premium
T07726,C1182,2025-11-04,Laptop,Electronics,2,1027.92,0.0,2055.84,Debit Card,No,2055.84,2025-04-07,Thailand,Referral,Premium
T09881,C1182,2025-12-25,Smartwatch,Electronics,2,297.19,0.0,594.38,Mobile Payment,No,594.38,2025-04-07,Thailand,Referral,Premium
T00318,C1092,2025-12-31,Phone,Electronics,2,899.75,0.0,1799.49,Debit Card,No,1799.5,2024-12-29,Thailand,Referral,Premium
T01070,C1092,2025-08-05,Headphones,Electronics,2,91.73,0.05,174.28,Mobile Payment,No,174.287,2024-12-29,Thailand,Referral,Premium
T02334,C1092,2025-03-17,Phone,Electronics,4,501.94,0.0,2007.75,Debit Card,No,2007.76,2024-12-29,Thailand,Referral,Premium
T02781,C1092,2025-03-24,Speaker,Electronics,1,283.37,0.05,269.2,Mobile Payment,No,269.2015,2024-12-29,Thailand,Referral,Premium
T05771,C1092,2025-01-09,Phone,Electronics,1,208.66,0.05,198.23,Debit Card,No,198.22699999999998,2024-12-29,Thailand,Referral,Premium
T07097,C1092,2025-12-31,Laptop,Electronics,2,1030.99,0.0,2061.97,Mobile Payment,No,2061.98,2024-12-29,Thailand,Referral,Premium
T08141,C1092,2025-12-31,Camera,Electronics,1,451.7,0.0,451.7,PayPal,No,451.7,2024-12-29,Thailand,Referral,Premium
T08421,C1092,2025-01-05,Keyboard,Electronics,1,61.68,0.0,61.68,PayPal,No,61.68,2024-12-29,Thailand,Referral,Premium
T08752,C1092,2025-11-01,Laptop,Electronics,2,962.74,0.0,1925.48,PayPal,No,1925.48,2024-12-29,Thailand,Referral,Premium
T09229,C1092,2025-11-08,Keyboard,Electronics,2,161.28,0.1,290.3,PayPal,No,290.30400000000003,2024-12-29,Thailand,Referral,Premium
T00320,C0212,2025-09-29,Speaker,Electronics,2,69.11,0.05,131.3,Mobile Payment,No,131.309,2024-08-14,USA,Social Media,Basic
T00326,C0212,2025-01-07,Smartwatch,Electronics,2,243.2,0.0,486.39,Debit Card,No,486.4,2024-08-14,USA,Social Media,Basic
T01089,C0212,2025-05-07,Speaker,Electronics,1,63.9,0.1,57.51,Debit Card,No,57.51,2024-08-14,USA,Social Media,Basic
T01597,C0212,2024-09-07,Mouse,Electronics,2,51.87,0.1,93.37,PayPal,No,93.366,2024-08-14,USA,Social Media,Basic
T02748,C0212,2024-10-27,Monitor,Electronics,1,421.11,0.1,379.0,Credit Card,No,378.999,2024-08-14,USA,Social Media,Basic
T04926,C0212,2025-04-26,Mouse,Electronics,4,48.78,0.0,195.12,Credit Card,No,195.12,2024-08-14,USA,Social Media,Basic
T08132,C0212,2025-08-30,Laptop,Electronics,2,1115.74,0.0,2231.49,Credit Card,No,2231.48,2024-08-14,USA,Social Media,Basic
T08643,C0212,2024-10-09,Mouse,Electronics,1,30.41,0.2,24.33,Mobile Payment,No,24.328000000000003,2024-08-14,USA,Social Media,Basic
T08698,C0212,2025-08-05,Phone,Electronics,1,502.33,0.1,452.09,Debit Card,No,452.097,2024-08-14,USA,Social Media,Basic
T09688,C0212,2024-09-13,Laptop,Electronics,3,1393.93,0.0,4181.8,Debit Card,No,4181.79,2024-08-14,USA,Social Media,Basic
T00322,C1261,2025-07-24,Headphones,Electronics,2,209.7,0.0,419.4,Credit Card,No,419.4,2025-02-04,Thailand,Google Ads,Standard
T00721,C1261,2025-08-07,Phone,Electronics,3,408.86,0.1,1103.91,Debit Card,No,1103.922,2025-02-04,Thailand,Google Ads,Standard
T00949,C1261,2025-11-01,Headphones,Electronics,1,142.68,0.0,142.68,Mobile Payment,No,142.68,2025-02-04,Thailand,Google Ads,Standard
T02237,C1261,2025-03-06,Camera,Electronics,3,1144.44,0.05,3261.67,Mobile Payment,No,3261.654,2025-02-04,Thailand,Google Ads,Standard
T03200,C1261,2025-03-15,Headphones,Electronics,1,179.62,0.0,179.62,Credit Card,Yes,179.62,2025-02-04,Thailand,Google Ads,Standard
T03654,C1261,2025-12-31,Headphones,Electronics,1,154.03,0.0,154.03,PayPal,No,154.03,2025-02-04,Thailand,Google Ads,Standard
T06403,C1261,2025-12-31,Keyboard,Electronics,4,134.06,0.0,536.26,Debit Card,Yes,536.24,2025-02-04,Thailand,Google Ads,Standard
T00325,C0191,2025-04-13,Mouse,Electronics,2,15.09,0.05,28.68,Debit Card,No,28.671,2024-05-23,India,Referral,Basic
T00761,C0191,2024-10-01,Tablet,Electronics,2,442.16,0.0,884.32,Debit Card,No,884.32,2024-05-23,India,Referral,Basic
T05327,C0191,2025-01-01,Camera,Electronics,1,1053.85,0.0,1053.85,PayPal,No,1053.85,2024-05-23,India,Referral,Basic
T00327,C1148,2025-12-31,Monitor,Electronics,1,372.57,0.0,372.57,PayPal,No,372.57,2024-11-05,USA,Google Ads,Premium
T01126,C1148,2025-12-31,Camera,Electronics,1,539.43,0.0,539.43,Credit Card,No,539.43,2024-11-05,USA,Google Ads,Premium
T01204,C1148,2025-12-25,Laptop,Electronics,2,905.4,0.1,1629.73,Mobile Payment,No,1629.72,2024-11-05,USA,Google Ads,Premium
T01373,C1148,2025-02-14,Keyboard,Electronics,1,31.09,0.0,31.09,Mobile Payment,No,31.09,2024-11-05,USA,Google Ads,Premium
T03277,C1148,2025-02-27,Tablet,Electronics,1,430.1,0.05,408.6,Credit Card,No,408.595,2024-11-05,USA,Google Ads,Premium
T03335,C1148,2025-08-19,Phone,Electronics,1,270.42,0.1,243.38,PayPal,No,243.37800000000001,2024-11-05,USA,Google Ads,Premium
T04037,C1148,2025-09-26,Tablet,Electronics,2,417.18,0.1,750.92,Credit Card,No,750.924,2024-11-05,USA,Google Ads,Premium
T04108,C1148,2025-04-19,Mouse,Electronics,1,42.0,0.0,42.0,Credit Card,No,42.0,2024-11-05,USA,Google Ads,Premium
T04317,C1148,2025-06-11,Headphones,Electronics,1,112.59,0.0,112.59,Mobile Payment,No,112.59,2024-11-05,USA,Google Ads,Premium
T04682,C1148,2025-06-05,Headphones,Electronics,1,159.14,0.0,159.14,Credit Card,No,159.14,2024-11-05,USA,Google Ads,Premium
T05096,C1148,2025-04-02,Tablet,Electronics,1,605.94,0.05,575.64,Debit Card,No,575.643,2024-11-05,USA,Google Ads,Premium
T06006,C1148,2025-05-28,Phone,Electronics,3,410.14,0.0,1230.42,PayPal,No,1230.42,2024-11-05,USA,Google Ads,Premium
T07269,C1148,2025-07-05,Keyboard,Electronics,1,158.49,0.0,158.49,Mobile Payment,No,158.49,2024-11-05,USA,Google Ads,Premium
T07664,C1148,2025-08-12,Speaker,Electronics,3,280.68,0.05,799.95,PayPal,No,799.9379999999999,2024-11-05,USA,Google Ads,Premium
T08731,C1148,2025-06-02,Phone,Electronics,1,815.81,0.0,815.81,Debit Card,No,815.81,2024-11-05,USA,Google Ads,Premium
T09184,C1148,2025-01-16,Camera,Electronics,1,400.71,0.0,400.71,Credit Card,No,400.71,2024-11-05,USA,Google Ads,Premium
T00330,C1144,2024-03-01,Tablet,Electronics,1,217.95,0.1,196.15,Debit Card,No,196.155,2024-01-11,Unknown,Social Media,Premium
T01716,C1144,2024-06-08,Mouse,Electronics,1,85.31,0.0,85.31,PayPal,No,85.31,2024-01-11,Unknown,Social Media,Premium
T05087,C1144,2025-05-20,Smartwatch,Electronics,1,178.77,0.0,178.77,Debit Card,No,178.77,2024-01-11,Unknown,Social Media,Premium
T05917,C1144,2025-03-04,Headphones,Electronics,1,47.3,0.0,47.3,Debit Card,No,47.3,2024-01-11,Unknown,Social Media,Premium
T06140,C1144,2024-07-03,Mouse,Electronics,1,27.72,0.0,27.72,Debit Card,No,27.72,2024-01-11,Unknown,Social Media,Premium
T07706,C1144,2024-11-15,Camera,Electronics,1,641.68,0.15,545.43,PayPal,No,545.428,2024-01-11,Unknown,Social Media,Premium
T07873,C1144,2025-03-18,Mouse,Electronics,2,16.81,0.0,33.63,Debit Card,No,33.62,2024-01-11,Unknown,Social Media,Premium
T09807,C1144,2024-08-11,Phone,Electronics,1,708.78,0.15,602.46,Mobile Payment,No,602.463,2024-01-11,Unknown,Social Media,Premium
T00331,C0915,2025-01-29,Monitor,Electronics,1,319.8,0.1,287.82,Debit Card,No,287.82,2024-02-24,USA,Social Media,Basic
T01873,C0915,2024-10-11,Keyboard,Electronics,1,25.85,0.0,25.85,Credit Card,No,25.85,2024-02-24,USA,Social Media,Basic
T03115,C0915,2024-07-28,Mouse,Electronics,2,21.79,0.15,37.04,Debit Card,No,37.043,2024-02-24,USA,Social Media,Basic
T06837,C0915,2025-04-03,Headphones,Electronics,1,181.31,0.0,181.31,Mobile Payment,No,181.31,2024-02-24,USA,Social Media,Basic
T08093,C0915,2025-06-08,Phone,Electronics,1,763.06,0.0,763.06,Credit Card,No,763.06,2024-02-24,USA,Social Media,Basic
T09208,C0915,2024-12-28,Tablet,Electronics,4,296.09,0.0,1184.34,Credit Card,No,1184.36,2024-02-24,USA,Social Media,Basic
T00332,C1042,2025-05-12,Mouse,Electronics,1,52.91,0.05,50.27,Credit Card,No,50.26449999999999,2024-06-20,USA,Email,Standard
T02063,C1042,2024-12-27,Phone,Electronics,1,701.84,0.1,631.66,Credit Card,No,631.6560000000001,2024-06-20,USA,Email,Standard
T02116,C1042,2025-01-27,Keyboard,Electronics,1,104.15,0.0,104.15,Mobile Payment,No,104.15,2024-06-20,USA,Email,Standard
T04073,C1042,2025-06-09,Headphones,Electronics,1,86.92,0.0,86.92,Debit Card,No,86.92,2024-06-20,USA,Email,Standard
T05474,C1042,2025-01-11,Tablet,Electronics,1,261.98,0.05,248.88,Credit Card,No,248.881,2024-06-20,USA,Email,Standard
T06017,C1042,2025-04-30,Camera,Electronics,2,731.03,0.1,1315.85,Debit Card,No,1315.854,2024-06-20,USA,Email,Standard
T06203,C1042,2024-11-19,Tablet,Electronics,2,296.32,0.0,592.64,Credit Card,No,592.64,2024-06-20,USA,Email,Standard
T09019,C1042,2025-03-09,Phone,Electronics,3,378.19,0.05,1077.84,PayPal,No,1077.8415,2024-06-20,USA,Email,Standard
T09445,C1042,2025-06-19,Headphones,Electronics,2,108.2,0.0,216.4,Mobile Payment,No,216.4,2024-06-20,USA,Email,Standard
T00334,C0481,2025-06-08,Phone,Electronics,1,305.68,0.0,305.68,Debit Card,No,305.68,2025-05-19,Thailand,Social Media,Basic
T00578,C0481,2025-12-31,Phone,Electronics,1,609.71,0.0,609.71,Debit Card,No,609.71,2025-05-19,Thailand,Social Media,Basic
T01495,C0481,2025-12-31,Tablet,Electronics,1,463.55,0.0,463.55,PayPal,No,463.55,2025-05-19,Thailand,Social Media,Basic
T02315,C0481,2025-12-31,Monitor,Electronics,2,218.5,0.05,415.15,Debit Card,No,415.15,2025-05-19,Thailand,Social Media,Basic
T04408,C0481,2025-12-30,Tablet,Electronics,1,216.35,0.0,216.35,Debit Card,No,216.35,2025-05-19,Thailand,Social Media,Basic
T05062,C0481,2025-12-31,Monitor,Electronics,2,280.9,0.05,533.7,Mobile Payment,No,533.7099999999999,2025-05-19,Thailand,Social Media,Basic
T06043,C0481,2025-12-14,Smartwatch,Electronics,2,161.85,0.0,323.71,PayPal,No,323.7,2025-05-19,Thailand,Social Media,Basic
T06782,C0481,2025-07-24,Laptop,Electronics,1,740.16,0.1,666.15,Mobile Payment,No,666.144,2025-05-19,Thailand,Social Media,Basic
T07457,C0481,2025-12-31,Headphones,Electronics,2,218.03,0.05,414.26,Mobile Payment,No,414.257,2025-05-19,Thailand,Social Media,Basic
T07773,C0481,2025-12-31,Laptop,Electronics,1,1142.87,0.0,1142.87,Mobile Payment,Yes,1142.87,2025-05-19,Thailand,Social Media,Basic
T07838,C0481,2025-07-20,Speaker,Electronics,1,248.35,0.0,248.35,Debit Card,No,248.35,2025-05-19,Thailand,Social Media,Basic
T08361,C0481,2025-12-22,Headphones,Electronics,1,217.59,0.0,217.59,Credit Card,Yes,217.59,2025-05-19,Thailand,Social Media,Basic
T09370,C0481,2025-12-19,Laptop,Electronics,2,1393.26,0.0,2786.51,Credit Card,No,2786.52,2025-05-19,Thailand,Social Media,Basic
T00335,C0968,2025-01-17,Phone,Electronics,2,366.75,0.0,733.5,Credit Card,No,733.5,2024-07-27,USA,Social Media,Premium
T09727,C0968,2024-12-10,Tablet,Electronics,1,341.95,0.2,273.56,PayPal,No,273.56,2024-07-27,USA,Social Media,Premium
T00336,C0016,2025-08-14,Headphones,Electronics,1,75.8,0.2,60.64,Credit Card,No,60.64,2024-11-04,Canada,Email,Premium
T04407,C0016,2025-12-13,Tablet,Electronics,1,517.23,0.05,491.37,Credit Card,No,491.3685,2024-11-04,Canada,Email,Premium
T04574,C0016,2025-04-02,Tablet,Electronics,4,643.77,0.0,2575.07,Credit Card,No,2575.08,2024-11-04,Canada,Email,Premium
T06277,C0016,2025-07-26,Phone,Electronics,3,343.55,0.2,824.52,PayPal,No,824.5200000000001,2024-11-04,Canada,Email,Premium
T06948,C0016,2025-03-18,Camera,Electronics,1,595.79,0.0,595.79,Debit Card,No,595.79,2024-11-04,Canada,Email,Premium
T08557,C0016,2025-12-31,Speaker,Electronics,1,109.9,0.0,109.9,PayPal,No,109.9,2024-11-04,Canada,Email,Premium
T09612,C0016,2025-03-11,Smartwatch,Electronics,3,312.72,0.0,938.16,Mobile Payment,No,938.1600000000001,2024-11-04,Canada,Email,Premium
T00337,C0047,2025-01-27,Phone,Electronics,1,877.94,0.0,877.94,Mobile Payment,No,877.94,2025-01-01,India,Organic,Premium
T01660,C0047,2025-04-12,Phone,Electronics,1,764.19,0.0,764.19,PayPal,No,764.19,2025-01-01,India,Organic,Premium
T02204,C0047,2025-01-02,Mouse,Electronics,1,32.71,0.0,32.71,Credit Card,No,32.71,2025-01-01,India,Organic,Premium
T02842,C0047,2025-07-27,Laptop,Electronics,3,979.69,0.1,2645.17,Debit Card,No,2645.163,2025-01-01,India,Organic,Premium
T05100,C0047,2025-02-14,Mouse,Electronics,1,24.57,0.0,24.57,Debit Card,No,24.57,2025-01-01,India,Organic,Premium
T05504,C0047,2025-05-24,Mouse,Electronics,1,58.96,0.0,58.96,Debit Card,No,58.96,2025-01-01,India,Organic,Premium
T05846,C0047,2025-08-23,Mouse,Electronics,1,57.86,0.0,57.86,Debit Card,No,57.86,2025-01-01,India,Organic,Premium
T05932,C0047,2025-04-18,Laptop,Electronics,2,1049.19,0.1,1888.54,Debit Card,No,1888.5420000000001,2025-01-01,India,Organic,Premium
T06374,C0047,2025-12-31,Phone,Electronics,1,797.45,0.0,797.45,Debit Card,No,797.45,2025-01-01,India,Organic,Premium
T06476,C0047,2025-12-10,Keyboard,Electronics,1,146.81,0.0,146.81,Debit Card,No,146.81,2025-01-01,India,Organic,Premium
T07659,C0047,2025-06-04,Laptop,Electronics,1,979.34,0.1,881.41,Credit Card,No,881.4060000000001,2025-01-01,India,Organic,Premium
