Customer_ID,Signup_Date,Country,Acquisition_Channel,Plan
C0604,2024-11-25,Thailand,Referral,Standard
C0605,2025-05-22,India,Email,Basic
C0606,2024-03-09,Thailand,Email,Basic
C0607,2025-06-29,UK,Social Media,Standard
C0608,2024-02-22,USA,Email,Standard
C0609,2025-03-25,Canada,Email,Standard
C0610,2024-07-23,India,Organic,Basic
C0611,2024-05-05,USA,Organic,Basic
C0612,2024-02-12,Thailand,Email,Standard
C0613,2024-04-20,Thailand,Email,Premium
C0614,2024-07-01,Thailand,Social Media,Standard
C0615,2024-04-04,Thailand,Organic,Premium
C0616,2025-01-08,Germany,Organic,Standard
C0617,2025-06-03,UK,Social Media,Standard
C0618,2024-12-25,UK,Organic,Basic
C0619,2024-10-07,Thailand,Email,Standard
C0620,2024-07-13,Germany,Social Media,Standard
C0621,2024-07-13,India,Organic,Standard
C0622,2024-04-02,Thailand,Organic,Standard
C0623,2024-03-01,India,Google Ads,Standard
C0624,2024-02-20,UK,Email,Basic
C0625,2025-02-06,Thailand,Google Ads,Standard
C0626,2024-01-05,USA,Social Media,Basic
C0627,2025-04-10,UK,Organic,Premium
C0628,2025-06-17,Thailand,Google Ads,Basic
C0629,2025-02-08,Canada,Google Ads,Basic
C0630,2025-05-27,Germany,Organic,Standard
C0631,2024-08-20,India,Google Ads,Standard
C0632,2025-06-07,USA,Email,Standard
C0633,2024-12-11,USA,Google Ads,Basic
C0634,2024-02-15,India,Organic,Standard
C0635,2025-06-29,UK,Google Ads,Basic
C0636,2024-03-18,Thailand,Email,Premium
C0637,2024-03-13,UK,Social Media,Premium
C0638,2024-09-05,Australia,Organic,Standard
C0639,2024-02-16,USA,Email,Basic
C0640,2024-04-30,Thailand,Google Ads,Standard
C0641,2024-08-01,Australia,Social Media,Basic
C0642,2024-08-26,Thailand,Google Ads,Standard
C0643,2024-02-25,Thailand,Google Ads,Basic
C0644,2024-12-15,Thailand,Social Media,Premium
C0645,2024-04-16,USA,Social Media,Basic
C0646,2024-02-17,Australia,Email,Standard
C0647,2024-12-02,UK,Google Ads,Standard
C0648,2024-01-26,Thailand,Social Media,Standard
C0649,2024-09-13,Germany,Referral,Basic
C0650,2024-01-08,Germany,Referral,Premium
C0651,2024-09-09,Germany,Email,Standard
C0652,2024-10-29,Thailand,Organic,Standard
C0653,2024-02-25,USA,Google Ads,Basic
C0654,2025-06-09,Canada,Social Media,Standard
C0655,2025-04-18,Australia,Google Ads,Standard
C0656,2024-01-28,Thailand,Google Ads,Basic
C0657,2024-03-18,Thailand,Social Media,Basic
C0658,2024-08-03,USA,Email,Premium
C0659,2025-01-20,Germany,Social Media,Basic
C0660,2024-12-30,UK,Email,Basic
C0661,2025-06-09,UK,Email,Standard
C0662,2024-11-07,Thailand,Google Ads,Standard
C0663,2024-01-07,India,Social Media,Basic
C0664,2024-01-03,Australia,Organic,Standard
C0665,2024-12-28,USA,Organic,Basic
C0666,2025-05-22,Australia,Referral,Basic
C0667,2024-09-30,Canada,Organic,Basic
C0668,2025-05-20,Thailand,Google Ads,Premium
C0669,2024-01-15,UK,Google Ads,Basic
C0670,2024-07-10,Thailand,Google Ads,Basic
C0671,2025-04-29,Australia,Google Ads,Standard
C0672,2024-01-28,UK,Organic,Premium
C0673,2024-02-08,India,Google Ads,Basic
C0674,2024-09-29,Australia,Email,Standard
C0675,2024-08-18,USA,Google Ads,Basic
C0676,2024-03-26,Germany,Organic,Standard
C0677,2025-04-18,UK,Google Ads,Standard
C0678,2024-05-05,Thailand,Organic,Standard
C0679,2025-06-20,India,Email,Basic
C0680,2024-05-24,Australia,Organic,Basic
C0681,2025-06-08,USA,Organic,Basic
C0682,2024-07-30,Germany,Social Media,Basic
C0683,2024-01-25,Germany,Email,Basic
C0684,2025-01-28,Thailand,Referral,Standard
C0685,2024-03-07,Canada,Referral,Premium
C0686,2024-08-20,Thailand,Google Ads,Premium
C0687,2024-04-18,Thailand,Organic,Premium
C0688,2024-05-25,Thailand,Email,Standard
C0689,2024-04-20,Germany,Social Media,Standard
C0690,2024-08-15,India,Email,Basic
C0691,2024-04-20,Thailand,Organic,Standard
C0692,2025-04-14,USA,Google Ads,Standard
C0693,2024-02-03,India,Social Media,Standard
C0694,2025-01-03,Thailand,Social Media,Standard
C0695,2025-02-28,Germany,Organic,Basic
C0696,2025-06-01,Australia,Social Media,Basic
C0697,2024-10-08,UK,Organic,Premium
C0698,2024-11-15,Canada,Organic,Basic
C0699,2025-03-18,USA,Referral,Standard
C0700,2024-11-10,Canada,Organic,Premium
C0701,2025-01-11,India,Email,Standard
C0702,2024-10-15,India,Organic,Standard
C0703,2025-03-12,Thailand,Referral,Basic
C0704,2024-10-03,Germany,Social Media,Basic
C0705,2025-05-17,USA,Google Ads,Premium
C0706,2025-05-30,Thailand,Social Media,Standard
C0707,2024-12-15,Thailand,Organic,Standard
C0708,2025-03-21,UK,Google Ads,Basic
C0709,2024-12-15,UK,Email,Basic
C0710,2024-05-16,India,Organic,Premium
C0711,2024-08-30,Germany,Google Ads,Basic
C0712,2025-06-26,Thailand,Referral,Standard
C0713,2024-02-09,India,Organic,Basic
C0714,2024-08-16,Thailand,Email,Standard
C0715,2024-08-10,Germany,Organic,Premium
C0716,2024-01-06,Australia,Organic,Standard
C0717,2024-11-17,UK,Referral,Basic
C0718,2025-04-12,India,Google Ads,Standard
C0719,2024-03-15,USA,Google Ads,Standard
C0720,2024-01-04,USA,Social Media,Basic
C0721,2024-04-27,Australia,Organic,Premium
C0722,2025-05-18,USA,Google Ads,Standard
C0723,2025-03-16,USA,Email,Premium
C0724,2024-07-12,UK,Google Ads,Standard
C0725,2025-01-26,Australia,Referral,Basic
C0726,2024-01-26,USA,Social Media,Basic
C0727,2025-03-10,Thailand,Email,Basic
C0728,2024-06-21,India,Social Media,Premium
C0729,2024-10-26,Australia,Organic,Standard
C0730,2024-11-21,Thailand,Organic,Standard
C0731,2025-02-13,Thailand,Organic,Basic
C0732,2024-04-27,Thailand,Email,Basic
C0733,2024-08-12,USA,Google Ads,Standard
C0734,2025-06-15,USA,Google Ads,Standard
C0735,2024-04-22,Australia,Referral,Basic
C0736,2024-05-19,India,Google Ads,Standard
C0737,2024-01-01,India,Google Ads,Basic
C0738,2024-03-30,USA,Organic,Basic
C0739,2024-11-15,Germany,Organic,Standard
C0740,2024-05-18,USA,Google Ads,Basic
C0741,2025-05-25,Canada,Email,Premium
C0742,2024-09-15,India,Social Media,Basic
C0743,2024-01-10,Thailand,Organic,Basic
C0744,2024-09-17,India,Organic,Basic
C0745,2024-06-20,USA,Email,Standard
C0746,2024-01-13,India,Organic,Standard
C0747,2024-06-16,Thailand,Organic,Standard
C0748,2024-11-16,Thailand,Social Media,Basic
C0749,2024-11-14,Germany,Organic,Basic
C0750,2024-11-24,Thailand,Google Ads,Standard
C0751,2025-02-22,Australia,Email,Premium
C0752,2024-04-04,Thailand,Organic,Premium
C0753,2024-11-13,India,Email,Basic
C0754,2024-08-23,India,Social Media,Standard
C0755,2024-11-29,UK,Email,Premium
C0756,2025-01-10,USA,Social Media,Basic
C0757,2025-04-03,,Organic,Premium
C0758,2024-05-16,Thailand,Social Media,Basic
C0759,2025-06-30,USA,Organic,Premium
C0760,2025-05-27,India,Social Media,Standard
C0761,2024-10-22,Canada,Google Ads,Premium
C0762,2024-11-15,Germany,Referral,Standard
C0763,2024-12-14,Australia,Email,Basic
C0764,2024-08-16,Australia,Organic,Premium
C0765,2024-09-26,India,Organic,Basic
C0766,2024-10-17,Thailand,Social Media,Basic
C0767,2024-06-13,Germany,Google Ads,Standard
C0768,2024-01-05,India,Social Media,Standard
C0769,2025-01-13,UK,Organic,Premium
C0770,2024-03-18,Thailand,Email,Basic
C0771,2025-02-13,USA,Organic,Standard
C0772,2024-05-11,USA,Referral,Standard
C0773,2024-02-11,Germany,Google Ads,Basic
C0774,2024-03-29,UK,Referral,Basic
C0775,2025-02-05,USA,Email,Basic
C0776,2024-10-22,Canada,Google Ads,Basic
C0777,2024-10-21,Thailand,Social Media,Premium
C0778,2025-06-09,USA,Email,Standard
C0779,2025-02-25,Thailand,Social Media,Standard
C0780,2024-01-23,India,Referral,Premium
C0781,2024-05-22,Germany,Referral,Basic
C0782,2024-05-24,Thailand,Social Media,Premium
C0783,2024-08-12,Germany,Email,Standard
C0784,2025-05-17,Thailand,Email,Premium
C0785,2024-04-13,Germany,Referral,Basic
C0786,2024-02-08,Australia,Organic,Premium
C0787,2024-07-16,Australia,Social Media,Basic
C0788,2025-01-25,Thailand,Social Media,Basic
C0789,2024-06-27,Canada,Google Ads,Standard
C0790,2025-03-23,India,Referral,Basic
C0791,2025-05-14,,Email,Standard
C0792,2024-01-15,Australia,Email,Standard
C0793,2024-10-15,Thailand,Organic,Standard
C0794,2025-04-22,Germany,Email,Basic
C0795,2024-08-18,Thailand,Email,Basic
C0796,2025-02-23,India,Email,Basic
C0797,2024-06-05,UK,Social Media,Standard
C0798,2025-03-16,Thailand,Referral,Basic
C0799,2024-04-06,Thailand,Organic,Basic
C0800,2025-02-14,Thailand,Email,Basic
C0801,2024-10-15,USA,Referral,Basic
C0802,2024-09-10,USA,Organic,Standard
C0803,2024-07-14,UK,Organic,Premium
C0804,2025-06-05,Thailand,Organic,Basic
C0805,2025-05-31,Thailand,Google Ads,Standard
C0806,2024-04-27,Australia,Organic,Standard
C0807,2024-06-07,Thailand,Referral,Basic
C0808,2024-08-15,Germany,Email,Standard
C0809,2024-08-03,Germany,Google Ads,Basic
C0810,2024-01-15,India,Organic,Standard
C0811,2024-06-05,UK,Google Ads,Basic
C0812,2024-09-17,Germany,Google Ads,Standard
C0813,2024-06-05,Thailand,Social Media,Standard
C0814,2024-02-16,Thailand,Social Media,Basic
C0815,2024-11-19,Thailand,Google Ads,Basic
C0816,2024-05-09,Australia,Referral,Premium
C0817,2025-02-14,Thailand,Social Media,Standard
C0818,2024-04-04,UK,Social Media,Standard
C0819,2024-10-18,Canada,Organic,Premium
C0820,2024-10-09,Germany,Organic,Standard
C0821,2024-03-09,UK,Organic,Standard
C0822,2024-01-11,Thailand,Google Ads,Standard
C0823,2024-09-10,Australia,Email,Premium
C0824,2024-05-13,UK,Email,Standard
C0825,2024-01-23,Thailand,Referral,Standard
C0826,2024-12-11,Thailand,Referral,Basic
C0827,2024-10-28,Germany,Referral,Premium
C0828,2024-12-28,India,Email,Standard
C0829,2025-01-30,Australia,Social Media,Basic
C0830,2024-08-05,Germany,Email,Premium
C0831,2024-05-20,UK,Organic,Standard
C0832,2024-07-28,UK,Organic,Basic
C0833,2025-04-04,USA,Email,Standard
C0834,2024-12-21,USA,Email,Basic
C0835,2024-11-19,USA,Social Media,Premium
C0836,2024-05-12,Australia,Organic,Basic
C0837,2024-05-06,India,Social Media,Premium
C0838,2024-04-15,Germany,Google Ads,Standard
C0839,2025-01-12,USA,Email,Basic
C0840,2024-02-20,India,Google Ads,Premium
C0841,2024-01-29,India,Email,Standard
C0842,2025-04-06,UK,Google Ads,Basic
C0843,2024-10-22,India,Email,Standard
C0844,2024-10-23,Thailand,Organic,Premium
C0845,2025-02-10,UK,Organic,Basic
C0846,2025-02-08,Thailand,Google Ads,Basic
C0847,2024-12-11,USA,Referral,Basic
C0848,2025-02-23,UK,Email,Basic
C0849,2024-06-30,India,email,Standard
C0850,2024-01-01,Canada,Google Ads,Standard
C0851,2025-01-05,India,Referral,Basic
C0852,2025-03-06,Australia,Social Media,Basic
C0853,2024-11-04,UK,Google Ads,Basic
C0854,2024-05-16,India,Google Ads,Premium
C0855,2024-07-20,Thailand,Referral,Basic
C0856,2025-03-11,Thailand,Email,Premium
C0857,2024-11-08,USA,Email,Standard
C0858,2024-04-26,USA,Organic,Basic
C0859,2024-08-31,Thailand,Social Media,Premium
C0860,2025-06-20,Thailand,Social Media,Standard
C0861,2024-03-15,Thailand,Organic,Standard
C0862,2025-01-20,Canada,Google Ads,Premium
C0863,2024-07-28,USA,Google Ads,Basic
C0864,2025-04-19,UK,Organic,Basic
C0865,2025-02-21,Thailand,Referral,Standard
C0866,2024-12-12,India,Organic,Basic
C0867,2025-06-12,Thailand,Organic,Basic
C0868,2024-06-27,Thailand,Google Ads,Basic
C0869,2024-06-30,UK,Social Media,Basic
C0870,2024-01-25,Thailand,Organic,Standard
C0871,2024-06-28,Thailand,Google Ads,Basic
C0872,2025-05-15,Thailand,Google Ads,Standard
C0873,2024-06-09,Thailand,Organic,Standard
C0874,2024-06-25,Thailand,Organic,Standard
C0875,2024-10-11,USA,Google Ads,Basic
C0876,2024-03-03,Australia,Email,Standard
C0877,2024-06-04,UK,Referral,Basic
C0878,2025-04-13,UK,Social Media,Standard
C0879,2024-02-18,Thailand,Referral,Premium
C0880,2024-03-24,Canada,Email,Standard
C0881,2024-12-26,USA,Referral,Standard
C0882,2024-05-27,Thailand,Email,Standard
C0883,2024-12-07,India,Email,Basic
C0884,2025-04-20,Thailand,Organic,Premium
C0885,2024-03-03,USA,Organic,Premium
C0886,2024-12-25,UK,Social Media,Basic
C0887,2024-11-22,Germany,Google Ads,Standard
C0888,2024-05-20,UK,Organic,Premium
C0889,2024-08-02,India,Google Ads,Premium
C0890,2025-03-10,Canada,Email,Standard
C0891,2024-11-13,Thailand,Google Ads,Standard
C0892,2024-02-01,Thailand,Email,Basic
C0893,2024-10-11,USA,Social Media,Premium
C0894,2024-10-31,USA,Social Media,Basic
C0895,2025-03-04,USA,Google Ads,Standard
C0896,2025-04-21,Germany,Email,Basic
C0897,2024-10-12,India,Email,Basic
C0898,2024-05-23,India,Social Media,Basic
C0899,2025-02-27,USA,Email,Premium
C0900,2024-01-19,Australia,Organic,Basic
C0901,2024-01-18,Canada,Organic,Standard
C0902,2025-01-05,Australia,Google Ads,Basic
C0903,2024-06-23,Thailand,Google Ads,Basic
C0904,2024-07-12,India,Social Media,Standard
C0905,2025-05-16,Thailand,Organic,Standard
C0906,2024-04-22,Thailand,Email,Basic
C0907,2024-04-23,Thailand,Social Media,Basic
C0908,2024-08-09,India,Social Media,Basic
C0909,2024-09-20,India,Email,Basic
C0910,2024-02-24,Thailand,Google Ads,Premium
C0911,2025-04-02,USA,Email,Premium
C0912,2024-06-10,USA,Referral,Basic
C0913,2025-01-14,USA,Organic,Standard
C0914,2024-03-27,Thailand,Referral,Premium
C0915,2024-02-24,USA,Social Media,Basic
C0916,2025-04-20,Australia,Google Ads,Premium
C0917,2024-06-26,Thailand,Organic,Premium
C0918,2025-01-25,Thailand,Google Ads,Basic
C0919,2024-12-14,USA,Email,Basic
C0920,2024-01-08,Canada,Organic,Premium
C0921,2024-11-08,India,Google Ads,Standard
C0922,2025-03-18,India,Referral,Basic
C0923,2024-11-23,USA,Google Ads,Basic
C0924,2024-02-23,UK,Social Media,Standard
C0925,2024-08-26,Thailand,Organic,Standard
C0926,2024-08-16,India,Email,Standard
C0927,2024-02-20,Germany,Organic,Premium
C0928,2024-09-20,India,Google Ads,Basic
C0929,2025-02-21,Germany,Referral,Standard
C0930,2024-04-05,India,Google Ads,Standard
C0931,2024-03-28,Thailand,Organic,Basic
C0932,2024-03-18,Germany,Email,Basic
C0933,2024-10-14,Thailand,Google Ads,Premium
C0934,2024-04-29,UK,Email,Premium
C0935,2025-05-05,Thailand,Social Media,Standard
C0936,2025-03-27,Thailand,Social Media,Standard
C0937,2025-05-14,USA,Google Ads,Basic
C0938,2024-06-13,Thailand,Email,Standard
C0939,2024-06-30,UK,Email,Standard
C0940,2025-04-13,UK,Organic,Standard
C0941,2024-01-07,Thailand,Email,Premium
C0942,2024-11-25,Thailand,Email,Standard
C0943,2024-05-30,UK,Social Media,Basic
C0944,2024-03-25,USA,Google Ads,Standard
C0945,2024-05-26,India,Organic,Basic
C0946,2025-01-15,India,Email,Basic
C0947,2024-10-11,Germany,Organic,Basic
C0948,2024-03-22,India,Organic,Standard
C0949,2025-05-28,USA,Social Media,Standard
C0950,2025-06-06,India,Organic,Standard
C0951,2025-01-20,Thailand,Email,Standard
C0952,2025-04-15,USA,Organic,Standard
C0953,2024-04-28,Australia,Referral,Basic
C0954,2025-01-30,USA,Google Ads,Premium
C0955,2025-06-15,Australia,Organic,Basic
C0956,2024-09-17,Australia,Google Ads,Basic
C0957,2024-09-12,Germany,Social Media,Standard
C0958,2024-08-13,Germany,Referral,Basic
C0959,2024-02-22,USA,Organic,Basic
C0960,2025-05-14,USA,Referral,Standard
C0961,2025-05-20,UK,Referral,Standard
C0962,2024-12-29,USA,Referral,Standard
C0963,2024-10-06,India,Google Ads,Premium
C0964,2024-06-06,India,Google Ads,Standard
C0965,2024-02-28,India,Email,Premium
C0966,2024-05-07,USA,Social Media,Basic
C0967,2024-04-24,Thailand,Google Ads,Standard
C0968,2024-07-27,USA,Social Media,Premium
C0969,2025-06-09,Thailand,Email,Standard
C0970,2025-06-04,Germany,Social Media,Standard
C0971,2024-08-24,USA,Social Media,Basic
C0972,2024-10-07,Thailand,Organic,Basic
C0973,2024-12-24,Thailand,Social Media,Standard
C0974,2024-07-19,India,Google Ads,Basic
C0975,2024-10-04,India,Social Media,Premium
C0976,2024-08-22,USA,Email,Basic
C0977,2025-05-08,Thailand,Email,Premium
C0978,2024-01-04,USA,Referral,Premium
C0979,2025-03-17,USA,Email,Basic
C0980,2024-01-29,India,Social Media,Basic
C0981,2024-04-18,India,Google Ads,Premium
C0982,2024-03-15,USA,Google Ads,Premium
C0983,2024-05-25,Thailand,Email,Standard
C0984,2024-05-07,Canada,Google Ads,Basic
C0985,2024-02-11,USA,Email,Standard
C0986,2024-12-21,India,Organic,Standard
C0987,2024-02-10,Thailand,Email,Basic
C0988,2024-02-03,UK,Organic,Standard
C0989,2024-01-17,Thailand,Referral,Basic
C0990,2024-06-01,UK,Referral,Basic
C0991,2025-01-12,Canada,Email,Basic
C0992,2024-12-07,USA,Social Media,Basic
C0993,2024-01-27,Thailand,Email,Basic
C0994,2024-10-13,Thailand,Social Media,Standard
C0995,2024-06-16,USA,Social Media,Basic
C0996,2024-09-24,Thailand,Referral,Basic
C0997,2025-03-30,Thailand,Email,Basic
C0998,2025-02-04,Australia,Social Media,Premium
C0999,2025-04-20,USA,Email,Basic
C1000,2024-05-09,Thailand,Referral,Standard
C1001,2024-12-28,Germany,Organic,Standard
C1002,2024-10-18,Thailand,Google Ads,Premium
C1003,2025-01-05,Canada,Google Ads,Basic
C1004,2024-01-29,USA,Social Media,Standard
C1005,2024-05-28,Germany,Organic,Standard
C1006,2024-10-22,India,Referral,Standard
C1007,2024-01-11,Australia,Organic,Basic
C1008,2025-05-26,Canada,Google Ads,Standard
C1009,2024-04-22,Thailand,Organic,Basic
C1010,2024-07-05,Canada,Email,Standard
C1011,2024-08-14,USA,Google Ads,Standard
C1012,2024-11-05,USA,Email,Basic
C1013,2024-04-07,USA,Organic,Premium
C1014,2024-02-24,UK,Organic,Basic
C1015,2025-02-09,Thailand,Email,Premium
C1016,2024-03-09,UK,Social Media,Standard
C1017,2024-11-07,UK,Referral,Basic
C1018,2024-10-15,Australia,Organic,Basic
C1019,2024-05-27,Australia,Email,Premium
C1020,2025-04-11,USA,Organic,Basic
C1021,2024-08-31,USA,Organic,Basic
C1022,2025-05-05,Thailand,Google Ads,Basic
C1023,2025-05-21,Thailand,Google Ads,Standard
C1024,2024-12-30,Thailand,Organic,Standard
C1025,2025-04-26,USA,Organic,Basic
C1026,2024-07-19,Thailand,Organic,Basic
C1027,2024-06-02,Canada,Social Media,Basic
C1028,2025-03-25,UK,Referral,Basic
C1029,2025-05-15,USA,Organic,Basic
C1030,2024-03-13,UK,Organic,Standard
C1031,2024-10-22,Thailand,Social Media,Basic
C1032,2024-01-17,USA,Referral,Basic
C1033,2024-08-04,India,Email,Basic
C1034,2024-03-01,UK,Organic,Premium
C1035,2024-02-11,USA,Organic,Premium
C1036,2024-01-25,Canada,Google Ads,Premium
C1037,2024-02-08,Germany,Email,Basic
C1038,2024-05-10,India,Organic,Basic
C1039,2025-05-12,UK,Google Ads,Basic
C1040,2024-08-16,India,Organic,Basic
C1041,2024-04-17,Thailand,Social Media,Standard
C1042,2024-06-20,USA,Email,Standard
C1043,2025-03-10,Thailand,Organic,Premium
C1044,2025-04-22,USA,Google Ads,Premium
C1045,2024-04-11,UK,Email,Basic
C1046,2025-06-07,Thailand,Referral,Standard
C1047,2024-10-01,Canada,Google Ads,Basic
C1048,2024-02-13,Germany,Email,Basic
C1049,2024-01-17,India,Social Media,Standard
C1050,2024-11-25,UK,Email,Basic
C1051,2025-05-11,Germany,Referral,Basic
C1052,2024-01-12,Thailand,Email,Basic
C1053,2024-11-13,Australia,Google Ads,Standard
C1054,2024-08-03,Thailand,Organic,Standard
C1055,2024-12-04,Australia,Email,Basic
C1056,2024-03-21,Thailand,Social Media,Premium
C1057,2025-04-29,Germany,Social Media,Basic
C1058,2025-01-08,Canada,Organic,Standard
C1059,2024-07-18,Thailand,Organic,Standard
C1060,2025-06-20,USA,Social Media,Standard
C1061,2025-04-10,Canada,Referral,Premium
C1062,2024-03-29,UK,Organic,Basic
C1063,2024-09-24,Germany,Google Ads,Standard
C1064,2025-05-03,UK,Email,Standard
C1065,2025-06-21,USA,Referral,Premium
C1066,2024-02-16,Thailand,Organic,Basic
C1067,2024-10-14,Thailand,Organic,Standard
C1068,2024-01-16,Australia,Social Media,Standard
C1069,2025-02-04,USA,Organic,Basic
C1070,2024-03-26,UK,Google Ads,Standard
C1071,2024-09-06,UK,Email,Basic
C1072,2025-01-25,UK,Email,Standard
C1073,2024-11-30,Germany,Email,Premium
C1074,2025-06-02,Canada,Google Ads,Standard
C1075,2024-05-16,USA,Organic,Standard
C1076,2025-05-12,Australia,Google Ads,Standard
C1077,2025-04-21,Australia,Social Media,Basic
C1078,2024-08-10,UK,Social Media,Basic
C1079,2025-01-06,Canada,Organic,Standard
C1080,2025-02-05,,Organic,Basic
C1081,2025-03-18,Thailand,Email,Basic
C1082,2025-05-04,Germany,Email,Standard
C1083,2024-09-29,USA,Email,Basic
C1084,2025-06-09,Germany,Social Media,Basic
C1085,2024-06-07,Germany,Organic,Standard
C1086,2024-05-31,Thailand,Organic,Basic
C1087,2024-07-06,Germany,Email,Premium
C1088,2024-04-07,USA,Social Media,Premium
C1089,2024-05-10,UK,Organic,Standard
C1090,2024-06-19,India,Google Ads,Basic
C1091,2024-07-01,Canada,Email,Standard
C1092,2024-12-29,Thailand,Referral,Premium
C1093,2024-02-08,USA,Referral,Standard
C1094,2025-06-10,India,Email,Basic
C1095,2025-05-11,India,Organic,Standard
C1096,2025-05-30,India,Email,Premium
C1097,2024-12-14,Thailand,Organic,Standard
C1098,2025-01-31,Thailand,Social Media,Standard
C1099,2024-06-09,USA,Social Media,Standard
C1100,2024-01-16,Australia,Social Media,Standard
C1101,2025-05-07,Thailand,Social Media,Basic
C1102,2025-03-01,Thailand,Email,Standard
C1103,2024-04-17,Canada,Organic,Basic
C1104,2025-03-25,Thailand,Social Media,Standard
C1105,2024-11-06,Canada,Email,Basic
C1106,2024-06-18,India,Social Media,Standard
C1107,2025-06-29,Australia,Email,Basic
C1108,2025-02-17,Thailand,Organic,Standard
C1109,2024-09-07,Thailand,Referral,Standard
C1110,2024-05-20,India,Organic,Basic
C1111,2024-09-30,Australia,Referral,Basic
C1112,2025-02-19,Australia,Referral,Basic
C1113,2024-02-08,Thailand,Social Media,Premium
C1114,2024-01-29,Australia,Google Ads,Standard
C1115,2025-04-21,Australia,Google Ads,Standard
C1116,2024-11-13,India,Social Media,Basic
C1117,2024-09-01,Australia,Email,Standard
C1118,2024-09-28,Germany,Google Ads,Premium
C1119,2025-03-15,India,Google Ads,Premium
C1120,2024-08-26,Thailand,Email,Standard
C1121,2025-01-11,UK,Email,Basic
C1122,2024-09-22,Thailand,Email,Basic
C1123,2024-12-24,USA,Google Ads,Basic
C1124,2024-12-05,USA,Social Media,Basic
C1125,2025-01-23,Thailand,Organic,Basic
C1126,2024-01-03,USA,Referral,Basic
C1127,2025-03-04,Thailand,Social Media,Basic
C1128,2024-05-21,Australia,Social Media,Premium
C1129,2025-01-10,Canada,Google Ads,Standard
C1130,2024-11-19,Thailand,Social Media,Premium
C1131,2024-05-25,Canada,Organic,Standard
C1132,2024-10-19,UK,Social Media,Basic
C1133,2025-03-07,Thailand,Organic,Standard
C1134,2025-02-02,Thailand,Referral,Basic
C1135,2024-12-09,UK,Referral,Standard
C1136,2024-05-19,Australia,Email,Basic
C1137,2024-07-05,India,Organic,Premium
C1138,2024-03-01,Thailand,Social Media,Basic
C1139,2025-01-14,Thailand,Email,Basic
C1140,2025-03-15,USA,Social Media,Premium
C1141,2024-11-14,Thailand,Organic,Basic
C1142,2024-10-28,Thailand,Organic,Standard
C1143,2024-12-09,Thailand,Referral,Standard
C1144,2024-01-11,,Social Media,Premium
C1145,2024-03-02,Canada,Social Media,Premium
C1146,2024-08-13,USA,Email,Premium
C1147,2024-06-01,Germany,Social Media,Basic
C1148,2024-11-05,USA,Google Ads,Premium
C1149,2024-08-30,USA,Google Ads,Standard
C1150,2025-05-07,Thailand,Social Media,Standard
C1151,2024-12-31,India,Google Ads,Basic
C1152,2024-11-25,Canada,Email,Standard
C1153,2024-04-16,India,Email,Premium
C1154,2024-08-13,USA,Social Media,Premium
C1155,2024-08-05,India,Organic,Standard
C1156,2025-05-20,Thailand,Social Media,Basic
C1157,2024-09-15,Germany,Organic,Basic
C1158,2025-05-31,UK,Google Ads,Premium
C1159,2024-02-23,USA,Social Media,Standard
C1160,2024-02-16,UK,Organic,Standard
C1161,2025-06-04,India,Organic,Basic
C1162,2024-04-08,Thailand,Organic,Standard
C1163,2024-01-20,India,Google Ads,Standard
C1164,2025-05-04,Thailand,Social Media,Premium
C1165,2025-02-22,India,Organic,Standard
C1166,2024-03-02,Australia,Social Media,Basic
C1167,2024-05-24,Australia,Email,Standard
C1168,2024-08-03,UK,Google Ads,Basic
C1169,2024-01-03,UK,Referral,Premium
C1170,2024-06-08,Thailand,Email,Basic
C1171,2024-04-29,Australia,Google Ads,Standard
C1172,2024-03-29,Thailand,Organic,Basic
C1173,2024-11-24,UK,Organic,Standard
C1174,2024-12-22,Thailand,Email,Standard
C1175,2024-09-23,Thailand,Organic,Standard
C1176,2024-11-18,India,Google Ads,Basic
C1177,2025-06-24,Thailand,Email,Basic
C1178,2024-07-13,Australia,Google Ads,Basic
C1179,2024-11-27,USA,Organic,Standard
C1180,2024-06-18,Thailand,Email,Basic
C1181,2025-06-04,UK,Google Ads,Standard
C1182,2025-04-07,Thailand,Referral,Premium
C1183,2024-02-09,Thailand,Organic,Premium
C1184,2025-06-20,India,Referral,Standard
C1185,2024-09-17,Thailand,Google Ads,Standard
C1186,2025-01-29,Australia,Google Ads,Basic
C1187,2024-08-13,Thailand,Google Ads,Standard
C1188,2024-05-03,Thailand,Organic,Premium
C1189,2024-02-07,Australia,Organic,Basic
C1190,2024-11-23,USA,Google Ads,Standard
C1191,2024-09-07,Thailand,Email,Premium
C1192,2024-06-24,USA,Referral,Premium
C1193,2025-03-29,Thailand,Email,Basic
C1194,2024-02-06,Germany,Organic,Standard
C1195,2024-11-11,USA,Social Media,Basic
C1196,2024-04-23,Australia,Email,Basic
C1197,2024-02-09,Germany,Google Ads,Premium
C1198,2024-10-27,USA,Social Media,Premium
C1199,2024-08-11,Germany,Referral,Standard
C1200,2024-11-13,USA,Social Media,Basic
C1201,2024-12-14,Canada,Social Media,Premium
C1202,2024-04-24,Thailand,Social Media,Standard
C1203,2024-11-18,India,Referral,Basic
C1204,2024-02-09,UK,Email,Standard
C1205,2024-02-09,USA,email,Basic
C1206,2024-10-15,India,Email,Standard
C1207,2024-09-18,,Organic,Standard
C1208,2024-08-03,Thailand,Google Ads,Basic
C1209,2024-05-26,Thailand,Google Ads,Basic
